loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-2025,BW-4025,FHA,2024-05-22,2054-05-22,115071,59892,3.967,360,FL,Refinance,HR,3-5 years,$0-$50k,Grace Period,43,Summit Mortgage,2026-08-11,2026-08-27,,OriginationSystem
LN-2026,BW-4026,ARM,2022-11-23,2037-11-23,204864,124722,7.718,180,FL,Purchase,HR,3-5 years,$50k-$100k,Late (30-59 days),10,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-2027,BW-4027,ARM,2020-04-09,2050-04-09,123878,72699,5.740,360,OH,DebtConsolidation,D,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-2028,BW-4028,Fixed,2022-11-24,2037-11-24,433961,366345,8.523,180,OH,DebtConsolidation,C,5+ years,$150k+,Grace Period,2,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-2029,BW-4029,ARM,2023-01-22,2038-01-22,364924,202178,4.462,180,TX,DebtConsolidation,F,3-5 years,$100k-$150k,Grace Period,28,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-2030,BW-4030,VA,2022-03-21,2052-03-21,247938,166352,3.967,360,OH,Purchase,F,5+ years,$0-$50k,Late (30-59 days),30,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-2031,BW-4031,VA,2022-09-25,2052-09-25,462865,357538,6.260,360,MI,Refinance,C,< 1 year,$0-$50k,Late (60-89 days),13,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-2032,BW-4032,FHA,2024-07-02,2054-07-02,227911,220004,6.378,360,MI,Purchase,D,< 1 year,$0-$50k,Late (30-59 days),44,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-2033,BW-4033,VA,2022-05-11,2037-05-11,123471,101745,7.167,180,OH,Purchase,F,3-5 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-2034,BW-4034,Fixed,2023-05-31,2053-05-31,308340,193491,8.762,360,NC,Refinance,D,3-5 years,$100k-$150k,Late (30-59 days),21,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-2035,BW-4035,FHA,2021-04-07,2051-04-07,482186,362100,9.193,360,TX,DebtConsolidation,HR,1-3 years,$0-$50k,Current,0,Summit Mortgage,2026-08-25,2026-08-27,,OriginationSystem
LN-2036,BW-4036,FHA,2024-07-18,2039-07-18,458874,430686,9.316,180,CA,DebtConsolidation,D,5+ years,$50k-$100k,Late (60-89 days),8,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-2037,BW-4037,ARM,2023-10-12,2053-10-12,197613,143857,8.328,360,NY,Refinance,C,< 1 year,$50k-$100k,Late (60-89 days),3,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-2038,BW-4038,ARM,2022-08-19,2052-08-19,368185,344459,6.754,360,MI,Refinance,C,3-5 years,$50k-$100k,Late (60-89 days),6,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-2039,BW-4039,VA,2020-04-27,2050-04-27,129601,124331,7.351,360,GA,Purchase,B,1-3 years,$50k-$100k,Late (30-59 days),36,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-2040,BW-4040,Fixed,2022-07-27,2037-07-27,415332,302273,6.842,180,TX,Purchase,D,3-5 years,$50k-$100k,Late (60-89 days),29,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-2041,BW-4041,FHA,2021-10-22,2051-10-22,420522,316127,5.547,360,TX,Refinance,HR,1-3 years,$100k-$150k,Late (30-59 days),33,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-2042,BW-4042,FHA,2024-08-15,2039-08-15,367510,277875,5.036,180,OH,DebtConsolidation,F,3-5 years,$0-$50k,Current,0,Apex Servicing,2026-08-05,2026-08-27,,OriginationSystem
LN-2043,BW-4043,VA,2023-11-11,2053-11-11,132490,88202,9.071,360,FL,Purchase,E,< 1 year,$150k+,Current,0,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-2044,BW-4044,Fixed,2021-08-18,2051-08-18,466236,369507,7.195,360,TX,Refinance,HR,1-3 years,$100k-$150k,Current,0,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-2045,BW-4045,VA,2021-08-23,2051-08-23,208628,154111,6.957,360,PA,Purchase,A,3-5 years,$100k-$150k,Current,0,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-2046,BW-4046,ARM,2021-10-05,2036-10-05,167475,156005,6.719,180,FL,Purchase,A,1-3 years,$0-$50k,Grace Period,37,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-2047,BW-4047,ARM,2022-06-01,2037-06-01,448595,386775,6.334,180,OH,Refinance,F,5+ years,$100k-$150k,Grace Period,24,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-2048,BW-4048,ARM,2023-01-22,2053-01-22,102781,69367,6.560,360,IL,DebtConsolidation,A,< 1 year,$0-$50k,Current,0,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-2049,BW-4049,ARM,2021-05-03,2051-05-03,415715,299608,4.771,360,OH,Refinance,HR,3-5 years,$150k+,Grace Period,26,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-2050,BW-4050,Fixed,2021-09-13,2036-09-13,206268,139729,3.765,180,NC,Refinance,E,1-3 years,$100k-$150k,Grace Period,33,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-2051,BW-4051,Fixed,2020-10-27,2050-10-27,367248,201198,5.589,360,NC,DebtConsolidation,E,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-2052,BW-4052,ARM,2022-05-25,2052-05-25,450448,228738,8.952,360,NY,Purchase,B,5+ years,$0-$50k,Grace Period,36,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-2053,BW-4053,ARM,2022-08-05,2052-08-05,151567,114541,9.358,360,NC,Purchase,C,< 1 year,$0-$50k,Late (60-89 days),41,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-2054,BW-4054,VA,2023-04-01,2053-04-01,375236,311881,7.288,360,NY,DebtConsolidation,HR,1-3 years,$100k-$150k,Current,0,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-2055,BW-4055,FHA,2024-01-24,2054-01-24,480762,451767,3.946,360,MI,Refinance,C,1-3 years,$0-$50k,Current,0,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-2056,BW-4056,ARM,2021-12-17,2051-12-17,252863,237645,5.959,360,IL,Refinance,B,5+ years,$150k+,Current,0,Apex Servicing,2026-08-18,2026-08-27,,OriginationSystem
LN-2057,BW-4057,VA,2024-03-12,2054-03-12,412660,283241,4.958,360,MI,Purchase,D,1-3 years,$150k+,Late (30-59 days),9,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
LN-2058,BW-4058,ARM,2023-04-05,2053-04-05,410794,348695,8.684,360,CA,Refinance,B,5+ years,$0-$50k,Late (30-59 days),9,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-2059,BW-4059,FHA,2023-08-21,2053-08-21,462525,347306,8.797,360,IL,Purchase,F,3-5 years,$0-$50k,Late (30-59 days),17,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-2060,BW-4060,ARM,2024-10-15,2039-10-15,327154,214739,5.591,180,CA,Purchase,B,3-5 years,$0-$50k,Late (30-59 days),12,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-2061,BW-4061,Fixed,2022-11-30,2052-11-30,199318,187191,7.867,360,CA,Purchase,F,1-3 years,$50k-$100k,Late (30-59 days),25,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-2062,BW-4062,ARM,2020-03-05,2035-03-05,177909,176801,5.000,180,TX,Refinance,A,5+ years,$100k-$150k,Late (30-59 days),14,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-2063,BW-4063,Fixed,2024-10-03,2054-10-03,345782,336266,7.485,360,CA,Refinance,F,1-3 years,$0-$50k,Current,0,Summit Mortgage,2026-08-22,2026-08-27,,OriginationSystem
LN-2064,BW-4064,VA,2024-01-09,2054-01-09,347263,273311,4.946,360,NY,Refinance,D,1-3 years,$150k+,Late (60-89 days),21,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-2065,BW-4065,ARM,2021-08-27,2051-08-27,465339,264380,7.327,360,MI,Refinance,F,1-3 years,$100k-$150k,Late (30-59 days),0,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-2066,BW-4066,ARM,2021-12-09,2051-12-09,152984,80694,7.399,360,MI,Purchase,HR,1-3 years,$100k-$150k,Late (30-59 days),15,Apex Servicing,2026-08-05,2026-08-27,,OriginationSystem
LN-2067,BW-4067,Fixed,2020-12-08,2050-12-08,239264,201971,4.897,360,NC,DebtConsolidation,E,3-5 years,$50k-$100k,Late (30-59 days),30,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-2068,BW-4068,Fixed,2020-06-10,2050-06-10,223485,145565,7.928,360,FL,Purchase,A,1-3 years,$50k-$100k,Current,0,Apex Servicing,2026-07-31,2026-08-27,,OriginationSystem
LN-2069,BW-4069,VA,2020-01-05,2050-01-05,110220,105589,6.851,360,NY,Refinance,A,3-5 years,$100k-$150k,Late (30-59 days),9,Summit Mortgage,2026-08-22,2026-08-27,,OriginationSystem
LN-2070,BW-4070,FHA,2021-08-22,2051-08-22,221193,139271,6.904,360,TX,Purchase,D,1-3 years,$0-$50k,Current,0,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-2071,BW-4071,ARM,2023-12-04,2053-12-04,349487,314205,6.209,360,TX,Purchase,E,1-3 years,$0-$50k,Late (30-59 days),13,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-2072,BW-4072,Fixed,2023-03-15,2053-03-15,118000,98132,7.662,360,NC,DebtConsolidation,F,1-3 years,$150k+,Late (60-89 days),13,Apex Servicing,2026-08-05,2026-08-27,,OriginationSystem
LN-2073,BW-4073,FHA,2024-12-13,2054-12-13,344004,246743,6.182,360,TX,Purchase,B,< 1 year,$50k-$100k,Grace Period,29,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-2074,BW-4074,FHA,2021-11-26,2051-11-26,406761,380334,8.192,360,GA,DebtConsolidation,B,1-3 years,$100k-$150k,Late (60-89 days),34,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-2075,BW-4075,ARM,2021-05-31,2051-05-31,319024,226917,5.580,360,IL,DebtConsolidation,D,3-5 years,$100k-$150k,Grace Period,18,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-2076,BW-4076,FHA,2023-06-10,2053-06-10,415849,225536,8.554,360,GA,Refinance,B,< 1 year,$0-$50k,Late (60-89 days),18,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-2077,BW-4077,Fixed,2024-10-18,2054-10-18,295073,291054,3.811,360,MI,Purchase,C,< 1 year,$150k+,Late (30-59 days),37,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-2078,BW-4078,ARM,2022-03-05,2052-03-05,448553,410814,8.173,360,IL,Refinance,E,1-3 years,$150k+,Current,0,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-2079,BW-4079,ARM,2024-11-09,2039-11-09,176262,102745,8.470,180,FL,Purchase,C,5+ years,$150k+,Current,0,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-2080,BW-4080,FHA,2020-01-03,2050-01-03,266247,199899,8.868,360,CA,DebtConsolidation,C,5+ years,$150k+,Late (60-89 days),21,Apex Servicing,2026-08-08,2026-08-27,,OriginationSystem
LN-2081,BW-4081,FHA,2022-03-21,2052-03-21,383065,222481,3.848,360,GA,Purchase,D,< 1 year,$0-$50k,Current,0,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-2082,BW-4082,Fixed,2023-07-07,2053-07-07,459266,399154,8.438,360,IL,DebtConsolidation,HR,5+ years,$0-$50k,Late (60-89 days),10,Apex Servicing,2026-08-12,2026-08-27,,OriginationSystem
LN-2083,BW-4083,FHA,2024-01-10,2039-01-10,254442,242618,4.758,180,CA,Purchase,HR,1-3 years,$100k-$150k,Late (60-89 days),25,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-2084,BW-4084,FHA,2024-12-20,2054-12-20,231213,141750,5.433,360,PA,DebtConsolidation,F,3-5 years,$50k-$100k,Grace Period,29,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-2085,BW-4085,ARM,2023-05-10,2053-05-10,341347,336915,3.744,360,FL,Purchase,D,3-5 years,$50k-$100k,Late (60-89 days),6,Summit Mortgage,2026-08-22,2026-08-27,,OriginationSystem
LN-2086,BW-4086,FHA,2022-08-02,2052-08-02,284358,270198,8.949,360,PA,Purchase,A,3-5 years,$0-$50k,Late (30-59 days),40,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-2087,BW-4087,ARM,2024-04-09,2054-04-09,466607,428720,7.566,360,NY,Refinance,F,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-2088,BW-4088,VA,2023-04-07,2053-04-07,411819,392120,8.439,360,MI,DebtConsolidation,C,5+ years,$50k-$100k,Late (60-89 days),28,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-2089,BW-4089,FHA,2020-06-15,2050-06-15,110679,93087,5.188,360,OH,Purchase,D,1-3 years,$150k+,Current,0,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-2090,BW-4090,VA,2022-12-05,2052-12-05,289208,195870,8.894,360,NC,Refinance,D,5+ years,$100k-$150k,Late (30-59 days),8,Apex Servicing,2026-07-31,2026-08-27,,OriginationSystem
LN-2091,BW-4091,VA,2023-04-21,2053-04-21,119697,96826,5.046,360,IL,DebtConsolidation,F,3-5 years,$100k-$150k,Grace Period,4,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-2092,BW-4092,Fixed,2024-04-07,2054-04-07,139108,85320,6.692,360,FL,Purchase,F,5+ years,$100k-$150k,Late (60-89 days),14,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-2093,BW-4093,VA,2024-11-05,2054-11-05,147677,119170,4.445,360,PA,Purchase,B,1-3 years,$100k-$150k,Late (60-89 days),20,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-2094,BW-4094,ARM,2022-12-10,2052-12-10,194174,150414,7.111,360,NY,DebtConsolidation,F,1-3 years,$100k-$150k,Late (60-89 days),2,Apex Servicing,2026-08-18,2026-08-27,,OriginationSystem
LN-2095,BW-4095,Fixed,2021-04-20,2051-04-20,165238,103989,5.737,360,OH,DebtConsolidation,E,1-3 years,$50k-$100k,Late (60-89 days),30,Summit Mortgage,2026-08-16,2026-08-27,,OriginationSystem
LN-2096,BW-4096,ARM,2023-08-02,2053-08-02,134374,71092,7.490,360,MI,Purchase,HR,< 1 year,$50k-$100k,Late (30-59 days),19,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-2097,BW-4097,VA,2021-04-08,2051-04-08,125772,112202,5.353,360,FL,Refinance,E,< 1 year,$50k-$100k,Late (30-59 days),40,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-2098,BW-4098,FHA,2022-03-25,2052-03-25,106956,77062,6.608,360,FL,Purchase,A,< 1 year,$50k-$100k,Late (30-59 days),5,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-2099,BW-4099,ARM,2020-08-15,2050-08-15,403536,298375,5.194,360,MI,DebtConsolidation,C,5+ years,$0-$50k,Late (60-89 days),5,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-2100,BW-4100,FHA,2024-06-04,2054-06-04,222439,135289,3.731,360,GA,DebtConsolidation,F,1-3 years,$100k-$150k,Late (30-59 days),8,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-2101,BW-4101,Fixed,2022-12-27,2052-12-27,270591,175445,4.946,360,PA,DebtConsolidation,E,3-5 years,$50k-$100k,Late (30-59 days),33,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-2102,BW-4102,FHA,2023-05-01,2038-05-01,225966,214079,7.118,180,TX,DebtConsolidation,B,5+ years,$150k+,Current,0,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-2103,BW-4103,Fixed,2021-12-16,2051-12-16,471844,319006,3.546,360,TX,Refinance,E,< 1 year,$50k-$100k,Late (60-89 days),29,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-2104,BW-4104,VA,2020-08-05,2035-08-05,110078,85292,8.094,180,GA,Purchase,A,3-5 years,$0-$50k,Late (60-89 days),30,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-2105,BW-4105,ARM,2021-04-12,2051-04-12,400427,379006,8.241,360,CA,Refinance,C,< 1 year,$50k-$100k,Late (60-89 days),21,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-2106,BW-4106,FHA,2023-01-18,2053-01-18,411252,370302,4.228,360,PA,Refinance,A,3-5 years,$150k+,Late (30-59 days),1,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-2107,BW-4107,ARM,2020-05-15,2050-05-15,470725,335402,6.964,360,FL,Refinance,A,3-5 years,$100k-$150k,Grace Period,38,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-2108,BW-4108,Fixed,2022-04-11,2052-04-11,130898,90725,5.537,360,NY,Refinance,C,5+ years,$50k-$100k,Late (30-59 days),34,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-2109,BW-4109,FHA,2024-07-26,2054-07-26,208840,203679,4.771,360,GA,Refinance,C,1-3 years,$0-$50k,Grace Period,19,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-2110,BW-4110,VA,2024-04-10,2054-04-10,358513,246521,5.324,360,OH,DebtConsolidation,A,5+ years,$50k-$100k,Current,0,Apex Servicing,2026-08-05,2026-08-27,,OriginationSystem
LN-2111,BW-4111,ARM,2020-02-13,2050-02-13,458642,403816,3.908,360,MI,Purchase,F,5+ years,$100k-$150k,Current,0,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-2112,BW-4112,Fixed,2020-03-06,2050-03-06,382422,252519,5.221,360,CA,DebtConsolidation,D,3-5 years,$150k+,Current,0,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-2113,BW-4113,FHA,2022-08-22,2052-08-22,457747,363066,5.339,360,NY,Purchase,A,1-3 years,$0-$50k,Late (30-59 days),38,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-2114,BW-4114,VA,2021-08-12,2051-08-12,137670,73042,5.816,360,NY,Purchase,E,1-3 years,$0-$50k,Grace Period,36,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-2115,BW-4115,ARM,2021-06-12,2051-06-12,150748,84337,8.765,360,PA,DebtConsolidation,E,5+ years,$150k+,Current,0,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-2116,BW-4116,Fixed,2024-07-18,2039-07-18,185815,143477,3.587,180,PA,Refinance,F,1-3 years,$0-$50k,Current,0,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-2117,BW-4117,ARM,2020-02-09,2050-02-09,349582,197076,7.650,360,NC,Refinance,A,< 1 year,$100k-$150k,Grace Period,32,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
LN-2118,BW-4118,ARM,2023-09-04,2053-09-04,396722,351062,9.244,360,NY,Purchase,HR,5+ years,$150k+,Grace Period,5,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-2119,BW-4119,VA,2023-10-24,2053-10-24,102730,61140,4.628,360,PA,Purchase,E,< 1 year,$0-$50k,Grace Period,38,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-2120,BW-4120,ARM,2021-01-16,2051-01-16,349004,314852,3.598,360,PA,DebtConsolidation,E,5+ years,$0-$50k,Late (30-59 days),8,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-2121,BW-4121,FHA,2021-01-17,2051-01-17,167482,164259,5.006,360,OH,Refinance,C,3-5 years,$100k-$150k,Grace Period,20,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-2122,BW-4122,Fixed,2022-04-12,2052-04-12,254310,134967,7.674,360,TX,Refinance,C,5+ years,$50k-$100k,Late (60-89 days),29,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-2123,BW-4123,FHA,2024-04-26,2054-04-26,360948,233835,4.673,360,OH,Refinance,C,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-2124,BW-4124,VA,2022-12-25,2052-12-25,353633,244278,4.732,360,IL,DebtConsolidation,D,3-5 years,$100k-$150k,Late (30-59 days),28,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-2125,BW-4125,FHA,2023-05-27,2053-05-27,488234,484350,9.192,360,MI,Refinance,C,< 1 year,$50k-$100k,Current,0,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
LN-2126,BW-4126,ARM,2020-08-19,2035-08-19,278265,160150,3.634,180,IL,Purchase,E,5+ years,$0-$50k,Late (30-59 days),35,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-2127,BW-4127,VA,2023-08-18,2053-08-18,369070,364616,4.379,360,FL,DebtConsolidation,E,3-5 years,$0-$50k,Late (60-89 days),34,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-2128,BW-4128,VA,2024-11-18,2054-11-18,373615,348592,8.784,360,MI,DebtConsolidation,D,< 1 year,$150k+,Current,0,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-2129,BW-4129,FHA,2021-04-16,2051-04-16,382697,250213,6.697,360,PA,Refinance,C,1-3 years,$50k-$100k,Late (60-89 days),9,Summit Mortgage,2026-08-25,2026-08-27,,OriginationSystem
LN-2130,BW-4130,Fixed,2024-03-16,2054-03-16,346900,324495,4.070,360,OH,DebtConsolidation,C,1-3 years,$50k-$100k,Late (60-89 days),7,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-2131,BW-4131,Fixed,2021-08-09,2051-08-09,453994,272828,8.368,360,OH,Purchase,F,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-2132,BW-4132,ARM,2020-05-18,2050-05-18,166234,125068,8.309,360,TX,Refinance,B,< 1 year,$150k+,Grace Period,38,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-2133,BW-4133,Fixed,2023-12-20,2038-12-20,123459,112238,8.109,180,MI,DebtConsolidation,E,3-5 years,$0-$50k,Current,0,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-2134,BW-4134,VA,2024-03-02,2054-03-02,183627,118861,5.476,360,TX,DebtConsolidation,F,1-3 years,$100k-$150k,Grace Period,15,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-2135,BW-4135,FHA,2023-08-27,2053-08-27,356609,298930,6.348,360,PA,Purchase,A,< 1 year,$100k-$150k,Grace Period,17,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-2136,BW-4136,Fixed,2020-01-25,2050-01-25,410938,393213,9.448,360,NC,Refinance,C,3-5 years,$100k-$150k,Late (30-59 days),2,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-2137,BW-4137,Fixed,2021-09-25,2036-09-25,143122,73123,3.635,180,PA,Purchase,A,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-2138,BW-4138,ARM,2023-06-04,2053-06-04,149900,109302,5.691,360,TX,Refinance,B,5+ years,$150k+,Grace Period,36,Apex Servicing,2026-08-08,2026-08-27,,OriginationSystem
LN-2139,BW-4139,ARM,2020-10-15,2035-10-15,245912,210849,7.846,180,IL,Purchase,D,1-3 years,$100k-$150k,Grace Period,33,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-2140,BW-4140,Fixed,2022-11-22,2052-11-22,452452,344745,6.950,360,PA,DebtConsolidation,F,1-3 years,$100k-$150k,Late (60-89 days),34,Apex Servicing,2026-07-31,2026-08-27,,OriginationSystem
LN-2141,BW-4141,ARM,2021-06-19,2051-06-19,480568,292929,6.801,360,TX,Purchase,C,1-3 years,$50k-$100k,Grace Period,27,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-2142,BW-4142,FHA,2022-11-01,2052-11-01,486021,380226,7.376,360,GA,DebtConsolidation,B,5+ years,$50k-$100k,Grace Period,25,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-2143,BW-4143,VA,2020-08-20,2035-08-20,305112,163679,7.169,180,GA,DebtConsolidation,A,3-5 years,$0-$50k,Grace Period,14,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-2144,BW-4144,Fixed,2022-04-15,2052-04-15,142659,78076,7.469,360,IL,Purchase,C,5+ years,$0-$50k,Late (60-89 days),18,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-2145,BW-4145,Fixed,2021-07-18,2051-07-18,381233,293284,3.777,360,OH,Purchase,A,5+ years,$0-$50k,Late (60-89 days),9,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-2146,BW-4146,FHA,2024-01-02,2054-01-02,108693,79899,8.322,360,MI,Refinance,A,< 1 year,$100k-$150k,Current,0,Apex Servicing,2026-08-26,2026-08-27,,OriginationSystem
LN-2147,BW-4147,FHA,2021-10-21,2051-10-21,155515,127304,4.351,360,CA,Refinance,B,3-5 years,$0-$50k,Current,0,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-2148,BW-4148,FHA,2021-12-25,2051-12-25,118196,60287,5.023,360,MI,DebtConsolidation,B,1-3 years,$0-$50k,Grace Period,35,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-2149,BW-4149,VA,2021-08-11,2036-08-11,328562,322117,3.847,180,NC,Refinance,F,< 1 year,$50k-$100k,Current,0,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-2150,BW-4150,Fixed,2020-03-15,2050-03-15,283496,275533,3.565,360,PA,Purchase,HR,3-5 years,$150k+,Late (60-89 days),14,Apex Servicing,2026-08-05,2026-08-27,,OriginationSystem
LN-2151,BW-4151,Fixed,2022-01-14,2037-01-14,451938,354474,5.278,180,TX,DebtConsolidation,C,< 1 year,$150k+,Current,0,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
